Gender,percentage,Specialization,collegeGPA,CollegeState,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,Salary
m,48,information technology,68.16,Uttar Pradesh,2011,505,505,445,0.190153406,315,240000
f,69,computer engineering,72,Haryana,2011,505,345,365,0.3423149,365,225000
m,66,information technology,60.23,Karnataka,2011,505,435,445,0.525922584,415,360000
f,77,mechanical engineering,70.66,Uttar Pradesh,2011,505,404,524,0.535862819,295,275000
m,63,information technology,65,Haryana,2011,505,585,485,0.563267824,425,360000
f,70,electronics and communication engineering,69.34,Kerala,2011,505,445,445,0.694479328,365,85000
m,77.4,electronics and communication engineering,78.9,West Bengal,2011,505,555,495,0.694479328,415,405000
m,73.4,computer engineering,72.4,Uttar Pradesh,2011,505,575,615,0.735795709,475,215000
m,66.67,information technology,68.75,Karnataka,2011,505,415,395,0.765673581,485,410000
m,73.8,electronics and communication engineering,77,Punjab,2011,505,485,615,0.824666401,405,400000
f,74,computer engineering,88,Uttar Pradesh,2011,505,385,475,0.843123727,515,450000
f,90.33,computer engineering,82.84,Karnataka,2011,505,555,555,0.864685413,525,510000
m,72.4,computer engineering,69.68,Uttar Pradesh,2011,505,445,435,0.864685413,525,200000
m,77.6,electronics and communication engineering,74.3,Delhi,2011,505,555,555,0.910770164,425,350000
f,77.6,computer application,90,Jharkhand,2011,505,545,525,0.916869961,555,350000
f,49.5,computer application,89.7,Orissa,2011,505,505,485,0.916869961,555,60000
m,96.25,electronics and communication engineering,88.88,Tamil Nadu,2012,505,575,585,0.124502074,585,450000
m,70,computer engineering,60,Uttarakhand,2012,505,505,355,0.165633092,305,600000
m,76,electronics and communication engineering,79,Tamil Nadu,2012,505,405,425,0.229481755,305,400000
m,53.8,computer engineering,67.72,Uttar Pradesh,2012,505,435,515,0.24545566,335,400000
m,63.83,computer engineering,62.58,Uttar Pradesh,2012,505,505,405,0.276047228,345,230000
m,64,information technology,67,Uttar Pradesh,2012,505,465,555,0.525922584,415,460000
f,75.16,electronics & instrumentation eng,77,Karnataka,2012,505,495,615,0.538386893,475,305000
m,75,computer engineering,69,Uttar Pradesh,2012,505,535,565,0.563267824,425,335000
m,84.28,computer engineering,62,Karnataka,2012,505,375,485,0.563267824,425,320000
f,83.6,information technology,73,Haryana,2012,505,515,515,0.635978756,445,450000
m,85.88,electronics & telecommunications,62,Maharashtra,2012,505,455,595,0.694479328,345,415000
f,97.6,computer engineering,80,Andhra Pradesh,2012,505,495,525,0.735795709,475,375000
m,76,computer application,70,Tamil Nadu,2012,505,545,445,0.884122512,535,380000
m,90.6,computer application,79.6,Andhra Pradesh,2012,505,615,615,0.916869961,555,560000
f,57.11,computer application,85.4,Orissa,2012,505,495,535,0.968237496,605,120000
m,74.33,computer engineering,77.89,Karnataka,2012,505,585,645,0.990008757,655,430000
m,75,computer science & engineering,74,Madhya Pradesh,2013,505,545,565,0.356536488,475,390000
f,74,computer application,89,Jharkhand,2013,505,555,715,0.953899775,585,470000
f,67.6,computer science & engineering,65.72,Haryana,2012,510,655,605,0.488347977,405,275000
f,70,information technology,72,Haryana,2012,510,535,620,0.622642916,555,90000
m,65.9,computer engineering,81.8,Tamil Nadu,2012,510,555,825,0.704090412,465,240000
f,71.8,computer engineering,76.18,Rajasthan,2012,510,665,635,0.793580615,495,300000
f,72.6,computer engineering,74.7,Rajasthan,2012,510,665,455,0.843123727,515,450000
m,76,information technology,71.32,Uttar Pradesh,2012,510,535,545,0.884122512,535,240000
m,74.4,information technology,75.9,Uttar Pradesh,2012,510,545,590,0.974396113,615,300000
m,86,computer science & engineering,72,Telangana,2013,510,400,440,0.018540942,465,120000
m,55.5,computer science & engineering,59.07,Maharashtra,2013,510,505,375,0.080055281,395,180000
m,72,computer science & engineering,63.2,Tamil Nadu,2013,510,355,340,0.123016732,285,120000
m,72,electronics and communication engineering,61,Haryana,2013,510,425,515,0.124502074,405,180000
m,49,information technology,62,Uttarakhand,2013,510,390,265,0.216785486,325,360000
f,72.6,electronics and communication engineering,82.35,Punjab,2013,510,545,735,0.229481755,415,280000
m,67,electronics and communication engineering,77,West Bengal,2013,510,590,510,0.338786347,445,265000
f,67.4,computer science & engineering,67.4,Telangana,2013,510,545,370,0.356536488,445,145000
m,69.6,computer science & engineering,61.06,Uttar Pradesh,2013,510,530,510,0.486747008,475,210000
f,75.69,information technology,67.6,Rajasthan,2013,510,545,570,0.486747008,555,180000
f,65,computer science & engineering,71.78,Uttar Pradesh,2013,510,470,370,0.525922584,415,240000
m,79,computer science & engineering,78,West Bengal,2013,510,605,445,0.563267824,425,340000
m,81,electronics and communication engineering,65.21,Telangana,2013,510,305,310,0.694479328,405,105000
m,52,computer application,74,Uttar Pradesh,2013,510,540,510,0.744758354,485,80000
f,95.3,computer science & engineering,79.6,Telangana,2013,510,585,650,0.765673581,485,325000
m,68,electronics and electrical engineering,72.3,Haryana,2013,510,590,510,0.783303537,395,375000
m,72,computer science & engineering,78,Rajasthan,2013,510,535,605,0.81941653,505,330000
m,66.2,information technology,74.78,Uttar Pradesh,2013,510,595,605,0.911395278,545,95000
m,89,computer science & engineering,76.6,Telangana,2013,510,460,680,0.930370607,565,360000
m,90.7,electronics and communication engineering,82.23,Telangana,2013,510,605,720,0.960603252,565,325000
m,95.7,mechanical engineering,82.09,Telangana,2013,510,680,780,0.971663491,445,450000
m,68.16,information technology,66.26,Uttar Pradesh,2013,510,495,560,0.991230625,575,100000
f,88.2,electronics and communication engineering,90,Andhra Pradesh,2014,510,530,520,0.053160305,365,300000
m,63.4,electronics & telecommunications,68.28,Uttar Pradesh,2014,510,450,455,0.0587928,325,210000
f,70.2,electronics and communication engineering,76,Orissa,2014,510,470,440,0.20739217,435,115000
m,69,electronics and electrical engineering,71,Tamil Nadu,2014,510,475,400,0.298769129,465,310000
m,97.4,electronics and communication engineering,75,Telangana,2014,510,450,545,0.338786347,335,380000
m,74,electronics & telecommunications,76,Punjab,2014,510,605,680,0.338786347,485,200000
m,79.4,mechanical engineering,68.58,Punjab,2014,510,560,720,0.45901584,355,115000
m,78.4,computer science & engineering,79.56,Punjab,2014,510,580,515,0.486747008,585,275000
f,79,electronics and communication engineering,71.5,Uttar Pradesh,2014,510,500,575,0.493596387,455,400000
m,72.8,computer engineering,65.1,Uttar Pradesh,2014,510,410,250,0.622642916,395,90000
m,70,computer science & engineering,56.5,Maharashtra,2014,510,375,585,0.622642916,395,300000
m,69.6,information technology,71.7,Uttar Pradesh,2014,510,460,575,0.667326452,454,340000
m,94.2,mechanical engineering,79.9,Andhra Pradesh,2014,510,460,440,0.725984148,165,225000
m,87.7,information technology,73.15,Andhra Pradesh,2014,510,555,440,0.744758354,525,195000
m,76,electronics and electrical engineering,78,Tamil Nadu,2014,510,560,485,0.837620726,335,300000
m,84.75,electronics and electrical engineering,80,Tamil Nadu,2014,510,520,590,0.837620726,445,505000
m,71,information technology,68,Madhya Pradesh,2014,510,495,345,0.842248322,445,180000
m,60.2,computer science & engineering,72,Punjab,2014,510,570,735,0.842248322,475,450000
f,86,computer science & engineering,82,Punjab,2014,510,595,355,0.884122512,535,315000
m,86,computer science & engineering,63.77,Maharashtra,2014,510,530,560,0.911395278,535,400000
m,94.6,electrical engineering,80.6,Telangana,2014,510,525,720,0.938399137,345,305000
f,96,electronics and communication engineering,82.9,Telangana,2014,510,570,680,0.943272158,405,325000
m,76.66,electronics and electrical engineering,76.5,Telangana,2014,510,525,545,0.966006923,395,180000
f,64.1,information technology,71,Madhya Pradesh,2014,510,505,595,0.978799293,455,300000
m,72.66,computer science & engineering,64.8,Karnataka,2014,510,510,575,0.990008757,655,320000
f,87,computer science & engineering,75.3,Uttarakhand,2014,510,535,450,0.991230625,385,350000
m,71,computer science & engineering,68,West Bengal,2017,510,370,430,0.356536488,305,290000
m,66,information technology,64,Uttar Pradesh,2010,515,565,554,0.600057182,435,450000
m,60.4,information technology,65,Uttar Pradesh,2011,515,455,385,0.165633092,305,175000
m,86,electronics and communication engineering,74.5,Karnataka,2011,515,345,545,0.229481755,355,530000
m,76.24,information technology,71.11,Uttar Pradesh,2011,515,575,605,0.413838256,385,430000
f,65,computer application,64,Uttar Pradesh,2011,515,425,325,0.450876584,395,120000
m,65.6,computer application,69.71,Punjab,2011,515,565,625,0.600057182,435,440000
m,59,computer engineering,67,Uttar Pradesh,2011,515,555,425,0.600057182,435,675000
f,95.8,computer engineering,78,Andhra Pradesh,2011,515,585,525,0.635978756,445,420000
m,71.55,computer engineering,78.5,Orissa,2011,515,505,454,0.704090412,465,480000
m,78.2,information technology,71,Uttar Pradesh,2011,515,475,485,0.765673581,485,500000
m,76.89,information technology,55.89,Maharashtra,2011,515,615,695,0.916869961,555,470000
m,65,computer application,66.39,Punjab,2011,515,585,535,0.952245573,585,300000
m,74.2,information technology,61.1,Uttar Pradesh,2012,515,485,445,0.190153406,315,180000
f,70,computer engineering,75,Tamil Nadu,2012,515,435,375,0.377551419,375,300000
m,67,information technology,64.27,Karnataka,2012,515,555,505,0.635978756,445,440000
f,94.2,information technology,88.2,Andhra Pradesh,2012,515,475,445,0.670743151,455,425000
m,82.2,computer engineering,76.6,Uttar Pradesh,2012,515,485,585,0.670743151,455,360000
f,89,information technology,78,Telangana,2012,515,465,395,0.735795709,475,420000
m,77,information technology,81.6,Orissa,2012,515,445,495,0.793580615,495,445000
m,73.8,computer engineering,79.12,Uttar Pradesh,2012,515,555,554,0.864685413,525,305000
m,90,computer engineering,87.6,Karnataka,2012,515,475,635,0.942116551,575,800000
m,81.2,computer engineering,80.26,Madhya Pradesh,2012,515,545,665,0.942116551,575,490000
m,72,computer application,68.15,Maharashtra,2012,515,465,495,0.952245573,585,240000
f,77.86,electronics and communication engineering,71,Uttar Pradesh,2013,515,440,505,0.493596387,345,165000
m,59.6,electronics and electrical engineering,61.51,Gujarat,2011,520,425,385,0.557389506,315,120000
m,75.6,computer science & engineering,65.3,Uttar Pradesh,2012,520,560,485,0.843123727,515,280000
m,74.4,electronics and instrumentation engineering,66,Uttarakhand,2012,520,555,650,0.849802714,405,275000
f,96,electronics and communication engineering,79.98,Telangana,2013,520,610,735,0.0587928,425,440000
m,91.2,electronics and communication engineering,70,Telangana,2013,520,605,855,0.229481755,315,350000
m,84.8,computer science & engineering,75.9,Tamil Nadu,2013,520,460,415,0.377551419,375,155000
m,73,information technology,65,Haryana,2013,520,520,400,0.488347977,405,145000
m,94.3,electronics and communication engineering,84,Andhra Pradesh,2013,520,460,620,0.493596387,455,300000
f,93.3,electronics and communication engineering,74.42,Telangana,2013,520,440,605,0.538386893,445,180000
m,63.4,information technology,70.83,Delhi,2013,520,425,485,0.563267824,425,350000
m,94,computer science & engineering,75,Andhra Pradesh,2013,520,510,635,0.600057182,435,500000
m,91,information technology,80,Tamil Nadu,2013,520,495,530,0.635978756,445,290000
m,69.6,electronics and communication engineering,66.7,Karnataka,2013,520,485,500,0.694479328,375,180000
f,60,computer science & engineering,77.22,Punjab,2013,520,620,470,0.744758354,505,300000
f,79.4,computer engineering,80,Madhya Pradesh,2013,520,655,825,0.765673581,485,360000
m,59.11,information technology,82.1,West Bengal,2013,520,660,620,0.793580615,495,335000
f,84,computer application,78,Uttar Pradesh,2013,520,535,545,0.793580615,495,460000
m,78.8,computer engineering,75,Delhi,2013,520,585,485,0.81941653,505,400000
m,67,computer science & engineering,57.5,Karnataka,2013,520,570,515,0.842248322,525,400000
f,62.9,information technology,70,Rajasthan,2013,520,580,415,0.843123727,515,100000
f,88,computer science & engineering,67,Telangana,2013,520,620,665,0.864685413,525,300000
m,79,information technology,75.64,Rajasthan,2013,520,500,605,0.901489571,545,450000
m,82.6,computer engineering,82.17,Punjab,2013,520,580,385,0.916869961,555,475000
m,88.6,information technology,75.9,Telangana,2013,520,560,545,0.952245573,585,240000
m,82.2,computer science & engineering,72,Uttar Pradesh,2013,520,610,705,0.952245573,585,340000
m,62,information technology,71,Madhya Pradesh,2014,520,305,355,0.04099931,365,310000
f,77,information technology,77,Delhi,2014,520,630,680,0.23780284,425,300000
m,62.2,computer application,78,West Bengal,2014,520,420,415,0.276047228,345,175000
m,60.2,computer science & engineering,58,Haryana,2014,520,570,485,0.486747008,425,120000
m,60,computer application,88.9,Jharkhand,2014,520,510,780,0.486747008,535,820000
m,74.44,computer science & engineering,73.38,Uttar Pradesh,2014,520,575,650,0.486747008,695,450000
m,55,computer application,64,Punjab,2014,520,545,560,0.622642916,445,105000
f,76.6,computer science & engineering,86,Punjab,2014,520,555,400,0.622642916,475,260000
f,74,electronics and communication engineering,75,Andhra Pradesh,2014,520,545,450,0.649389715,455,305000
m,73.6,computer science & engineering,67.5,Karnataka,2014,520,450,575,0.744758354,545,325000
m,74.8,computer science & engineering,73.8,Punjab,2014,520,525,485,0.842248322,505,350000
m,58,computer application,74.8,Uttar Pradesh,2014,520,595,515,0.842248322,605,180000
m,61.7,computer science & engineering,70.4,Rajasthan,2014,520,575,485,0.864685413,525,190000
m,72,computer science & engineering,71,Uttar Pradesh,2014,520,545,705,0.911395278,485,135000
f,89,computer science & engineering,73.9,Uttar Pradesh,2014,520,570,620,0.953899775,425,210000
f,83.83,computer science & engineering,78.15,Karnataka,2014,520,630,560,0.974396113,615,315000
m,86,computer science & engineering,74.15,Uttar Pradesh,2014,520,625,630,0.978799293,615,300000
f,82,computer engineering,71,Maharashtra,2011,524,525,445,0.704090412,465,325000
f,62.16,computer application,75.67,Karnataka,2009,525,405,375,0.123016732,285,160000
m,67,electrical engineering,59.8,Maharashtra,2009,525,505,445,0.538386893,355,150000
m,95,electronics and communication engineering,74.9,Andhra Pradesh,2010,525,465,615,0.376059587,475,475000
m,62,computer engineering,74,Uttar Pradesh,2010,525,615,605,0.635978756,445,480000
m,75.2,electronics and communication engineering,66.61,Uttar Pradesh,2010,525,395,575,0.694479328,365,650000
m,68.83,information technology,55.6,Maharashtra,2010,525,575,655,0.901489571,545,465000
f,64,information technology,59,Kerala,2011,525,415,365,0.216785486,325,90000
m,75,information technology,65,Uttar Pradesh,2011,525,455,425,0.525922584,415,120000
m,58,electronics and communication engineering,70.1,Orissa,2011,525,465,645,0.538386893,385,410000
m,89.6,computer engineering,73.5,Uttar Pradesh,2011,525,605,605,0.600057182,435,760000
f,82.8,computer engineering,73,Uttar Pradesh,2011,525,625,585,0.635978756,445,390000
f,50.5,computer application,78,Karnataka,2011,525,495,465,0.670743151,455,500000
f,92.3,electronics and communication engineering,67.56,Andhra Pradesh,2011,525,575,525,0.694479328,375,360000
f,89,information technology,86.4,Tamil Nadu,2011,525,615,615,0.793580615,495,520000
m,89,information technology,75.4,Telangana,2011,525,415,475,0.81941653,505,560000
m,79.9,computer engineering,74,Tamil Nadu,2011,525,475,385,0.81941653,505,225000
f,83.2,information technology,83.54,Uttar Pradesh,2011,525,565,605,0.864685413,525,180000
m,80.4,information technology,64.29,Uttar Pradesh,2011,525,505,575,0.901489571,545,80000
m,96.7,electronics and communication engineering,92,Tamil Nadu,2012,525,475,375,0.0587928,365,225000
f,65.2,computer engineering,72.18,Madhya Pradesh,2012,525,305,405,0.24545566,335,180000
m,90.1,computer engineering,74.5,Telangana,2012,525,455,515,0.488347977,405,335000
f,74.6,computer engineering,71.2,Haryana,2012,525,435,505,0.488347977,405,280000
m,71,computer engineering,74.97,Punjab,2012,525,455,515,0.635978756,445,450000
m,67.2,information technology,60.08,Uttar Pradesh,2012,525,365,565,0.635978756,445,350000
f,93.4,computer engineering,76.16,Telangana,2012,525,605,595,0.670743151,455,820000
m,65,information technology,65,Delhi,2012,525,420,475,0.704090412,465,180000
f,90.7,electronics and communication engineering,71.65,Telangana,2013,525,520,450,0.20739217,455,175000
m,83.7,computer science & engineering,72.19,Andhra Pradesh,2013,525,435,620,0.486747008,445,120000
m,55,computer science & engineering,66.31,Karnataka,2013,525,485,355,0.622642916,535,320000
m,72.67,computer science & engineering,69.53,Rajasthan,2013,525,425,570,0.622642916,585,100000
m,73,information technology,67.25,Uttar Pradesh,2013,525,505,585,0.842248322,495,110000
m,74,information technology,58,Uttar Pradesh,2013,525,590,560,0.942116551,575,240000
m,95,electronics and communication engineering,72.38,Andhra Pradesh,2013,525,625,690,0.976292561,545,345000
m,77.2,information technology,80,Gujarat,2013,525,530,520,0.979521744,625,180000
m,71.52,electronics & telecommunications,70.87,Maharashtra,2013,525,570,405,0.991397584,385,200000
m,80,information technology,62.9,Uttar Pradesh,2014,525,435,380,0.23780284,565,100000
f,72,electronics & telecommunications,76,Orissa,2014,525,530,405,0.338786347,335,225000
f,70,computer science & engineering,68,Uttar Pradesh,2014,525,505,465,0.486747008,315,300000
f,79.9,information technology,61.89,Maharashtra,2014,525,520,595,0.486747008,415,105000
m,62,computer science & engineering,67.2,West Bengal,2014,525,470,585,0.486747008,445,100000
m,88.9,computer science & engineering,74.86,Telangana,2014,525,545,560,0.486747008,455,180000
m,90.1,computer science & engineering,67.7,Karnataka,2014,525,530,595,0.486747008,485,250000
m,82.4,electronics and communication engineering,69.4,Telangana,2014,525,545,475,0.649389715,295,120000
m,64.8,computer science & engineering,74,West Bengal,2014,525,580,595,0.81941653,505,120000
m,60,computer science & engineering,66.76,Uttar Pradesh,2014,525,410,345,0.842248322,355,120000
m,73.4,computer science & engineering,61.8,Haryana,2014,525,420,500,0.911395278,465,315000
m,94,computer science & engineering,80,Telangana,2014,525,470,570,0.978799293,525,450000
m,52.2,computer application,72.2,Punjab,2015,525,420,320,0.308400583,355,110000
m,80,computer science & engineering,84,Himachal Pradesh,2015,525,505,450,0.356536488,525,570000
f,74.4,electronics and communication engineering,70,Uttar Pradesh,2013,530,450,425,0.229481755,375,215000
m,60,computer science & engineering,61,Uttarakhand,2013,530,425,370,0.486747008,345,300000
m,54.8,information technology,69.04,Uttar Pradesh,2013,530,475,560,0.525922584,415,180000
m,65.2,electronics and communication engineering,64.34,Uttar Pradesh,2013,530,555,695,0.910770164,375,300000
m,69,electronics and electrical engineering,73,Uttar Pradesh,2014,530,520,750,0.423951396,315,180000
f,83,computer engineering,80.67,Haryana,2012,534,515,485,0.765673581,485,420000
m,61,computer science & engineering,71,Uttar Pradesh,2009,535,560,460,0.486747008,415,150000
m,80.4,electronics & telecommunications,63.6,Karnataka,2010,535,475,415,0.0587928,365,630000
m,66,information technology,90,Uttar Pradesh,2010,535,445,525,0.600057182,435,375000
m,67.1,electronics and communication engineering,70.8,Punjab,2010,535,495,645,0.694479328,415,340000
m,86.9,information technology,78.53,Andhra Pradesh,2010,535,485,555,0.735795709,475,620000
f,78,computer engineering,66.11,Karnataka,2010,535,565,445,0.843123727,515,335000
f,86.67,instrumentation and control engineering,77.55,Tamil Nadu,2010,535,465,535,0.910770164,445,150000
f,81.16,electronics and electrical engineering,78.5,Orissa,2011,535,585,525,0.229481755,405,550000
m,66.2,electronics and communication engineering,87.5,Tamil Nadu,2011,535,515,475,0.229481755,425,250000
f,65,information technology,74,Orissa,2011,535,445,525,0.3423149,365,500000
m,61,information technology,60,Rajasthan,2011,535,385,335,0.3423149,365,415000
m,79.6,information technology,70.12,Delhi,2011,535,445,465,0.735795709,475,340000
m,80,electronics and instrumentation engineering,66.74,Uttar Pradesh,2011,535,615,625,0.824666401,355,650000
f,83.8,computer engineering,70,Haryana,2011,535,455,525,0.843123727,515,480000
m,51,computer application,72,Uttarakhand,2011,535,515,445,0.864685413,525,460000
m,72.5,computer application,65,Maharashtra,2011,535,645,435,0.930370607,565,180000
m,68.33,computer engineering,62,Maharashtra,2011,535,455,335,0.930370607,565,325000
m,88,computer application,82,Telangana,2011,535,505,515,0.987207086,645,495000
m,62.8,information technology,70,Uttarakhand,2012,535,535,464,0.308400583,355,420000
f,69.5,information technology,63.25,Telangana,2012,535,355,395,0.3423149,365,120000
m,76.5,electronics and communication engineering,68.34,Orissa,2012,535,395,575,0.538386893,375,315000
f,74,electronics and communication engineering,86,Punjab,2012,535,485,500,0.538386893,415,240000
m,65,computer engineering,67.63,Maharashtra,2012,535,535,455,0.600057182,435,355000
m,77.8,information technology,69.88,Uttar Pradesh,2012,535,404,535,0.670743151,455,350000
m,72.4,electronics and communication engineering,82.48,Tamil Nadu,2012,535,505,615,0.694479328,385,400000
m,56,computer application,75,Karnataka,2012,535,450,665,0.735795709,475,290000
f,68.83,computer engineering,69.1,Uttar Pradesh,2012,535,615,585,0.765673581,485,465000
m,67.8,computer engineering,74.6,Uttar Pradesh,2012,535,510,455,0.81941653,505,450000
m,73.4,computer engineering,72,Delhi,2012,535,585,655,0.884122512,535,520000
m,92.67,information technology,94.5,Tamil Nadu,2012,535,595,425,0.942116551,575,400000
f,80.33,computer engineering,9.3,Karnataka,2012,535,555,595,0.974396113,615,490000
m,74,information technology,80,Delhi,2012,535,585,705,0.979521744,625,350000
f,71,electronics and communication engineering,73.5,Uttar Pradesh,2012,535,460,340,0.985461394,325,200000
f,79,information technology,73,Telangana,2013,535,460,445,0.123016732,285,340000
f,89,computer science & engineering,72,Tamil Nadu,2013,535,470,470,0.190153406,315,200000
f,85,electronics and electrical engineering,67,Karnataka,2013,535,510,485,0.193768442,375,315000
m,91.1,electronics and communication engineering,68.2,Telangana,2013,535,435,500,0.20739217,305,315000
m,60.4,computer science & engineering,76,West Bengal,2013,535,480,390,0.23780284,515,335000
m,58,electronics and communication engineering,74.2,West Bengal,2013,535,505,500,0.279258512,355,205000
m,72.6,electronics and communication engineering,64.95,Karnataka,2013,535,375,375,0.279258512,415,100000
m,74,electronics and communication engineering,79.8,West Bengal,2013,535,590,605,0.338786347,365,300000
f,85,electronics & instrumentation eng,70,Tamil Nadu,2013,535,410,370,0.338786347,375,325000
m,73.6,computer science & engineering,66.5,Uttar Pradesh,2013,535,450,545,0.356536488,655,100000
f,77,instrumentation and control engineering,99.93,Punjab,2013,535,595,620,0.376059587,455,440000
m,69.67,information technology,71.9,West Bengal,2013,535,685,444,0.486747008,385,550000
m,61,computer engineering,72,Uttar Pradesh,2013,535,510,680,0.486747008,435,300000
f,77.4,computer science & engineering,60,Haryana,2013,535,435,390,0.486747008,475,140000
f,64,computer science & engineering,68,Delhi,2013,535,580,260,0.486747008,505,240000
f,71.8,instrumentation and control engineering,86.3,Orissa,2013,535,485,595,0.493596387,585,335000
f,79,information technology,68,Tamil Nadu,2013,535,495,485,0.525922584,415,170000
m,67,computer science & engineering,71.18,Chhattisgarh,2013,535,455,405,0.600057182,435,300000
f,69,information science engineering,65.2,Karnataka,2013,535,510,485,0.600057182,435,200000
m,67.75,computer application,76,Tamil Nadu,2013,535,480,260,0.622642916,585,145000
m,77.8,electronics and electrical engineering,78.84,Punjab,2013,535,595,665,0.661834476,395,200000
m,63.6,information technology,71,Uttarakhand,2013,535,525,530,0.735795709,475,350000
m,65,computer engineering,68,Karnataka,2013,535,525,455,0.744758354,535,330000
m,50,electronics and communication engineering,69.48,Karnataka,2013,535,555,530,0.783303537,425,910000
m,60.2,information technology,78.78,Madhya Pradesh,2013,535,415,705,0.916869961,555,400000
m,85.56,electronics & instrumentation eng,66.56,Uttar Pradesh,2013,535,690,620,0.943272158,475,335000
m,76.8,computer science & engineering,74.21,Rajasthan,2013,535,610,705,0.952245573,585,390000
m,67,computer science & engineering,70.84,Uttar Pradesh,2013,535,470,620,0.953899775,495,700000
m,79.16,computer application,86,Tamil Nadu,2013,535,460,680,0.974396113,615,380000
m,71.8,information technology,83.9,West Bengal,2013,535,605,665,0.998876108,735,340000
m,61.16,computer science & engineering,61.48,Karnataka,2014,535,455,355,0.04099931,425,120000
f,61.92,electronics and electrical engineering,74.83,Karnataka,2014,535,370,320,0.062221291,255,100000
m,63.4,information technology,76.4,Punjab,2014,535,610,460,0.144789889,535,185000
m,58.2,instrumentation and control engineering,63.2,Orissa,2014,535,340,380,0.299597296,405,305000
f,84.3,electronics and communication engineering,72.6,Tamil Nadu,2014,535,590,430,0.338786347,325,300000
f,88.6,information technology,75.6,Andhra Pradesh,2014,535,530,520,0.356536488,355,325000
m,66.66,computer science & engineering,64.06,Uttarakhand,2014,535,425,320,0.356536488,515,180000
f,89.4,electronics and communication engineering,74.77,Telangana,2014,535,540,485,0.493596387,365,200000
m,81.2,information technology,69,Uttar Pradesh,2014,535,470,585,0.622642916,385,75000
m,93.9,computer science & engineering,75.67,Andhra Pradesh,2014,535,625,645,0.622642916,595,145000
m,78,computer science & engineering,63.3,Uttar Pradesh,2014,535,570,510,0.635978756,445,610000
m,72,computer science & engineering,71.34,Delhi,2014,535,460,620,0.744758354,495,350000
m,90.2,information technology,76.1,Delhi,2014,535,485,560,0.744758354,535,350000
f,76,computer science & engineering,72,Maharashtra,2014,535,580,445,0.81941653,505,340000
f,67,computer application,73,Uttarakhand,2014,535,425,485,0.842248322,465,180000
m,77.8,information technology,77.8,Orissa,2014,535,540,570,0.911395278,395,210000
m,78,information technology,73.17,Uttar Pradesh,2014,535,510,620,0.942116551,575,300000
m,78,electrical engineering,71,Karnataka,2014,535,375,560,0.966006923,305,400000
f,83.5,computer engineering,69.76,Maharashtra,2014,535,595,515,0.968237496,605,200000
m,90,computer science & engineering,74,Telangana,2014,535,615,620,0.998876108,475,205000
m,77.4,computer application,76.72,Delhi,2014,535,630,645,0.99966434,695,350000
m,84,information technology,64,Madhya Pradesh,2010,544,535,485,0.413838256,385,525000
m,68.4,electronics and electrical engineering,60.4,Uttar Pradesh,2011,544,415,504,0.0587928,335,510000
m,79,computer engineering,70,Uttar Pradesh,2012,544,385,505,0.793580615,495,310000
m,62,information technology,80,Bihar,2009,545,545,725,0.884122512,535,180000
m,76.3,electrical engineering,78,West Bengal,2010,545,505,525,0.229481755,395,260000
m,53.55,information technology,57,Karnataka,2010,545,465,425,0.413838256,385,455000
m,75,computer engineering,79,Uttar Pradesh,2010,545,665,635,0.979521744,625,380000
m,66.62,computer engineering,62.56,Rajasthan,2010,545,645,625,0.998086557,715,480000
m,68.7,electronics & telecommunications,67,Orissa,2011,545,485,505,0.229481755,355,240000
m,81,electronics and communication engineering,60.38,Karnataka,2011,545,455,515,0.229481755,455,360000
f,82.66,electronics and electrical engineering,78.7,Orissa,2011,545,445,525,0.229481755,465,345000
m,75,electronics and communication engineering,76.6,Orissa,2011,545,445,625,0.376059587,395,490000
f,84.4,electrical engineering,74.49,Andhra Pradesh,2011,545,525,615,0.444617717,435,180000
m,63.6,computer engineering,61.65,Uttar Pradesh,2011,545,425,605,0.450876584,395,180000
m,77,information technology,76,Uttar Pradesh,2011,545,554,435,0.486747008,465,550000
f,74,computer engineering,74,Rajasthan,2011,545,670,530,0.600057182,435,545000
m,52,information technology,68,Uttar Pradesh,2011,545,375,565,0.704090412,465,270000
f,80,information technology,70,Rajasthan,2011,545,495,555,0.864685413,525,470000
f,78,computer engineering,73.14,Uttar Pradesh,2011,545,485,544,0.884122512,535,310000
m,60.2,information science engineering,65.2,Karnataka,2011,545,505,695,0.884122512,535,445000
f,71.3,computer engineering,79.7,Gujarat,2011,545,665,435,0.901489571,545,400000
m,77.1,electronics & instrumentation eng,76.5,Tamil Nadu,2011,545,675,655,0.910770164,405,2300000
f,55.2,information technology,69.92,Uttar Pradesh,2011,545,535,655,0.930370607,565,350000
m,73.6,information technology,73.5,Uttar Pradesh,2011,545,485,595,0.974396113,615,725000
f,59,information technology,68,Rajasthan,2012,545,525,150,0.24545566,335,225000
m,58,computer engineering,71,Uttar Pradesh,2012,545,295,375,0.3423149,365,340000
m,54.66,computer science & engineering,75,Punjab,2012,545,350,500,0.450876584,395,130000
f,89,computer engineering,74,Telangana,2012,545,495,485,0.600057182,435,280000
m,67.8,computer engineering,69.3,Rajasthan,2012,545,665,705,0.901489571,545,500000
f,93,information technology,76.12,Telangana,2012,545,465,685,0.930370607,565,500000
m,67.2,computer science & engineering,75.69,Madhya Pradesh,2012,545,735,560,0.978799293,525,145000
